   schlum_rudra1
   10
   7
   599
   1
   0
   2.6500000e+02   1.0000000e+01   1.0000000e+00   1.2005928e+02
   2.9500000e+02   1.0000000e+01   1.0000000e+00   7.4114892e+01
   3.2500000e+02   1.0000000e+01   4.0000000e+00   1.9774967e+02
   3.0500000e+02   1.0000000e+01   2.0000000e+00   1.1053593e+02
   2.5500000e+02   1.0000000e+01   2.0000000e+00   1.0926557e+02
   1.7000000e+02   2.0000000e+01   1.0000000e+01   5.4331322e+02
   3.1000000e+02   2.0000000e+01   2.0000000e+00   1.1886168e+02
   2.4500000e+02   1.0000000e+01   3.0000000e+00   1.9560809e+02
   3.1500000e+02   1.0000000e+01   3.0000000e+00   1.1505941e+02
   2.3000000e+02   2.0000000e+01   4.0000000e+00   2.2972952e+02
   2.1000000e+02   2.0000000e+01   6.0000000e+00   3.9743411e+02
   3.3000000e+02   2.0000000e+01   4.0000000e+00   2.2055885e+02
   3.3500000e+02   1.0000000e+01   5.0000000e+00   2.6425806e+02
   3.5000000e+02   2.0000000e+01   6.0000000e+00   3.1999720e+02
   2.5000000e+02   2.0000000e+01   2.0000000e+00   1.3814373e+02
   3.7000000e+02   2.0000000e+01   8.0000000e+00   4.0674954e+02
   3.9000000e+02   2.0000000e+01   1.0000000e+01   3.9870239e+02
   2.2000000e+02   4.0000000e+01   4.0000000e+00   2.9814806e+02
   4.1000000e+02   2.0000000e+01   1.2000000e+01   4.0507258e+02
   1.9000000e+02   2.0000000e+01   8.0000000e+00   5.2507561e+02
   3.4500000e+02   1.0000000e+01   6.0000000e+00   3.1624225e+02
   1.5000000e+02   2.0000000e+01   1.2000000e+01   6.4891491e+02
   4.5000000e+02   2.0000000e+01   1.6000000e+01   7.9422127e+02
   3.4000000e+02   4.0000000e+01   4.0000000e+00   2.4849195e+02
   3.8000000e+02   4.0000000e+01   8.0000000e+00   3.9320658e+02
   1.8000000e+02   4.0000000e+01   8.0000000e+00   5.5207468e+02
   3.6500000e+02   1.0000000e+01   8.0000000e+00   4.3250077e+02
   3.5500000e+02   1.0000000e+01   7.0000000e+00   3.2282985e+02
   4.3000000e+02   2.0000000e+01   1.4000000e+01   6.4545402e+02
   2.1000000e+02   2.0000000e+01   1.4000000e+01   8.5004002e+02
   3.7500000e+02   1.0000000e+01   1.0000000e+00   8.6032661e+01
   3.4500000e+02   1.0000000e+01   1.0000000e+00   1.0811679e+02
   3.1500000e+02   1.0000000e+01   4.0000000e+00   1.4886531e+02
   3.8500000e+02   1.0000000e+01   2.0000000e+00   1.0534240e+02
   4.2000000e+02   4.0000000e+01   1.2000000e+01   5.1490275e+02
   2.8500000e+02   1.0000000e+01   7.0000000e+00   3.3832418e+02
   2.5000000e+02   2.0000000e+01   1.0000000e+01   5.3062587e+02
   3.3500000e+02   1.0000000e+01   2.0000000e+00   1.3465880e+02
   3.0500000e+02   1.0000000e+01   5.0000000e+00   2.2601417e+02
   2.7000000e+02   2.0000000e+01   8.0000000e+00   5.1989941e+02
   5.0000000e+02   4.0000000e+01   2.0000000e+01   6.3725506e+02
   3.2500000e+02   1.0000000e+01   3.0000000e+00   1.6236583e+02
   4.0500000e+02   1.0000000e+01   4.0000000e+00   1.4267556e+02
   3.9500000e+02   1.0000000e+01   3.0000000e+00   1.4846262e+02
   2.9500000e+02   1.0000000e+01   6.0000000e+00   2.9492523e+02
   9.0000000e+01   2.0000000e+01   2.0000000e+00   2.0077516e+02
   1.4000000e+02   4.0000000e+01   1.2000000e+01   7.2325190e+02
   4.5000000e+02   2.0000000e+01   8.0000000e+00   5.1970689e+02
   3.1000000e+02   2.0000000e+01   4.0000000e+00   1.7701135e+02
   4.1500000e+02   1.0000000e+01   5.0000000e+00   1.8801872e+02
   1.2000000e+02   4.0000000e+01   4.0000000e+00   2.9139716e+02
   1.9000000e+02   2.0000000e+01   1.6000000e+01   9.7514487e+02
   4.2500000e+02   1.0000000e+01   6.0000000e+00   2.6056747e+02
   4.3500000e+02   1.0000000e+01   7.0000000e+00   4.1836392e+02
   2.0000000e+02   4.0000000e+01   1.2000000e+01   7.9086488e+02
   1.1000000e+02   2.0000000e+01   4.0000000e+00   2.2571879e+02
   2.9000000e+02   2.0000000e+01   6.0000000e+00   3.1494333e+02
   4.1000000e+02   2.0000000e+01   4.0000000e+00   1.6175277e+02
   3.3000000e+02   2.0000000e+01   2.0000000e+00   1.4962775e+02
   4.7000000e+02   2.0000000e+01   1.0000000e+01   4.5474476e+02
   2.6000000e+02   4.0000000e+01   8.0000000e+00   5.1044972e+02
   4.6000000e+02   4.0000000e+01   1.6000000e+01   7.3856400e+02
   3.9000000e+02   2.0000000e+01   2.0000000e+00   1.1642418e+02
   4.9000000e+02   2.0000000e+01   1.2000000e+01   4.6433334e+02
   2.2000000e+02   4.0000000e+01   1.2000000e+01   7.2471753e+02
   4.3000000e+02   2.0000000e+01   6.0000000e+00   3.3082147e+02
   4.2000000e+02   4.0000000e+01   4.0000000e+00   2.3492147e+02
   3.0000000e+01   2.0000000e+01   2.0000000e+00   1.2917188e+02
   4.4500000e+02   1.0000000e+01   8.0000000e+00   5.0657320e+02
   1.6000000e+02   4.0000000e+01   8.0000000e+00   5.1149019e+02
   4.6000000e+02   4.0000000e+01   8.0000000e+00   4.7783218e+02
   5.3000000e+02   2.0000000e+01   1.6000000e+01   5.1386310e+02
   5.1000000e+02   2.0000000e+01   1.4000000e+01   4.6328529e+02
   2.3000000e+02   2.0000000e+01   1.2000000e+01   5.7933325e+02
   3.0000000e+02   4.0000000e+01   4.0000000e+00   2.2672324e+02
   1.5000000e+02   2.0000000e+01   8.0000000e+00   4.5963808e+02
   4.0000000e+02   4.0000000e+01   3.2000000e+01   8.6006197e+02
