Asingh model 1
10
1
345
1
0
600	4	10.0176379854488
340	12	11.5560245231296
390	2	10.5499482957034
390	6	11.0966840069265
450	22	10.3302535691221
700	4	10.0430495030708
180	4	10.1320185909921
440	12	9.56700744223243
490	2	10.0145516293676
490	6	10.2274057794929
280	4	12.9082333863125
540	12	10.7929916486547
305	3	14.5745751667010
590	2	10.0033400922584
590	6	10.0464575299897
330	14	11.1708166291181
380	4	12.3189942802172
405	3	10.6669585468118
690	2	10.0071046871736
430	14	9.66280622425736
690	6	10.0992466037002
480	4	10.0963478565684
505	3	10.0263513471206
530	14	10.6081129204730
580	4	10.0187435184025
680	4	10.0299542426287
270	18	11.2532623524614
275	3	12.3159671363570
375	3	12.3144525761203
475	3	10.0543859423437
265	3	11.5842802945661
365	3	13.3189850004249
465	3	10.0721781735863
255	3	11.0556772777970
280	2	11.7303335869477
355	3	14.4443027626191
380	2	10.9781814413222
455	3	10.0979392386163
480	2	10.0187443032802
555	3	10.0119568788363
320	12	11.5028885539929
420	12	9.69303549584203
470	22	9.89634071008225
520	12	10.9106337019536
710	6	10.1643525447474
370	18	11.0669169101906
470	18	9.62665124927971
120	4	10.0502101514631
270	14	11.3178412928434
80	4	10.0778992384356
420	24	11.1829335752190
410	22	11.1640072218526
110	6	10.1450232973993
320	16	10.9520221150378
525	3	10.0179970443966
140	4	10.0574416035482
140	8	10.4112257660979
315	3	14.4048134059123
415	3	10.4293117823925
290	14	11.4166822744913
515	3	10.0215548109716
130	6	10.1492142637574
305	1	12.5428933189755
405	1	10.0577463402549
280	16	11.2916206176674
505	1	10.0017219598025
370	14	11.4517404040742
470	14	9.56673321823633
150	10	11.0105093007544
570	14	10.8487686851785
200	8	11.0341478091817
190	10	10.5100447378333
340	20	10.7409128233225
180	12	9.93669383459231
230	10	9.73871107567743
330	18	10.8077373494077
330	22	10.7187287577419
380	20	11.0212499226082
320	20	10.7449977463194
250	14	10.7647638152865
250	6	11.2541440055397
240	12	9.98344054640348
240	16	10.7432645250254
350	6	12.7445205658033
450	6	10.7605232283312
390	22	11.0091413250092
240	4	11.0541146067985
240	8	10.1578773658196
550	6	10.0663797646497
340	4	13.9335798974519
340	8	12.5944225022573
650	6	10.0547628351726
390	14	11.0526178258396
390	18	11.2300060697134
380	24	10.8491376143738
440	4	10.3390226374221
440	8	10.9247507153510
230	6	11.2831744894290
490	14	9.67388052216836
490	18	9.66128235773836
540	8	10.1766469761209
540	4	10.0281842409321
330	6	13.4803008275241
590	14	10.6459465376815
640	4	10.0195133424355
640	8	10.1045130393846
380	16	11.3155330685151
740	4	10.1435513380053
480	16	9.58691761745898
235	1	10.0371289187373
260	2	10.5500263889573
335	1	12.4917651612713
360	2	12.9027368744636
435	1	10.0167345047729
150	2	10.0135507022001
410	10	9.81422350877256
225	1	10.0247711244438
460	2	10.0329381769194
30	2	10.1228044231389
250	10	10.1088513024731
535	1	10.0006714830558
250	2	10.3275695433124
510	10	10.7763996725471
325	1	12.4685544639748
275	1	10.3132959615806
560	2	10.0042312628841
300	8	12.3187907320547
350	10	12.0169578515552
300	12	11.6427980404507
350	2	14.3761696247817
610	10	10.1692080562492
375	1	10.3134403422693
425	1	10.0245424245419
400	8	10.1621470908164
450	10	10.1120412055164
400	12	10.4343275268729
450	2	10.0450341858384
450	18	9.71348224997703
500	20	9.79491562371904
475	1	10.0043328108801
525	1	10.0009267689590
240	2	10.2059508807650
500	8	10.4496184152078
550	10	10.3134578684347
500	12	10.6428439930242
550	2	10.0047423929372
290	10	11.8075134242354
575	1	10.0001547887389
600	8	10.0920362212450
650	10	10.2272570378849
600	12	10.3161132322683
650	2	10.0041408509474
390	10	10.6338138888566
440	20	10.2813029914111
750	2	10.0378018912758
490	10	10.9535609453024
280	12	11.5003935339260
590	10	10.1816352927386
295	1	11.4517598908245
295	3	14.4475491301942
430	18	10.2682934364051
430	22	10.8642667287295
60	4	10.1482002591477
395	1	10.0942958171401
395	3	11.0529037099952
530	18	9.80042789382738
480	20	9.72592877573990
495	1	10.0023364435025
495	3	10.0328754682569
285	3	13.3212825564568
385	3	11.5826806430483
260	16	11.2263345579523
485	3	10.0418535088834
200	4	10.2416841830015
300	4	13.7395001700493
350	14	11.3037445277682
400	4	11.4137733116414
450	14	9.53856005614481
550	14	10.9100944149860
340	16	10.9826097285091
440	16	9.67442768652898
540	16	10.0668460963218
170	2	10.0199055743852
270	2	10.9779590642967
