  -4.9000000e+02   0.0000000e+00   3.0288877e+00
  -4.9000000e+02  -5.0000000e+00   3.0492258e+00
  -4.9000000e+02  -1.1000000e+01   3.0240467e+00
  -4.9000000e+02  -1.8000000e+01   2.9780617e+00
  -4.9000000e+02  -2.6000000e+01   2.9289201e+00
  -4.9000000e+02  -3.6000000e+01   2.9060056e+00
  -4.9000000e+02  -4.8000000e+01   2.9272261e+00
  -4.9000000e+02  -6.2000000e+01   2.9731089e+00
  -4.9000000e+02  -7.9000000e+01   3.0241632e+00
  -4.9000000e+02  -9.9000000e+01   3.0624010e+00
  -4.9000000e+02  -1.2300000e+02   3.0804155e+00
  -4.9000000e+02  -1.5200000e+02   3.0893908e+00
  -4.7000000e+02   0.0000000e+00   2.9942121e+00
  -4.7000000e+02  -5.0000000e+00   3.0096508e+00
  -4.7000000e+02  -1.1000000e+01   3.0160285e+00
  -4.7000000e+02  -1.8000000e+01   3.0136563e+00
  -4.7000000e+02  -2.6000000e+01   3.0069083e+00
  -4.7000000e+02  -3.6000000e+01   2.9996342e+00
  -4.7000000e+02  -4.8000000e+01   3.0013689e+00
  -4.7000000e+02  -6.2000000e+01   3.0169856e+00
  -4.7000000e+02  -7.9000000e+01   3.0410805e+00
  -4.7000000e+02  -9.9000000e+01   3.0637834e+00
  -4.7000000e+02  -1.2300000e+02   3.0748875e+00
  -4.7000000e+02  -1.5200000e+02   3.0814050e+00
  -4.5000000e+02   0.0000000e+00   3.0483566e+00
  -4.5000000e+02  -5.0000000e+00   3.0233269e+00
  -4.5000000e+02  -1.1000000e+01   2.9959109e+00
  -4.5000000e+02  -1.8000000e+01   2.9798143e+00
  -4.5000000e+02  -2.6000000e+01   2.9739703e+00
  -4.5000000e+02  -3.6000000e+01   2.9797272e+00
  -4.5000000e+02  -4.8000000e+01   2.9940000e+00
  -4.5000000e+02  -6.2000000e+01   3.0141940e+00
  -4.5000000e+02  -7.9000000e+01   3.0367391e+00
  -4.5000000e+02  -9.9000000e+01   3.0562559e+00
  -4.5000000e+02  -1.2300000e+02   3.0656034e+00
  -4.5000000e+02  -1.5200000e+02   3.0713761e+00
  -4.3000000e+02   0.0000000e+00   3.0195283e+00
  -4.3000000e+02  -5.0000000e+00   3.0130491e+00
  -4.3000000e+02  -1.1000000e+01   2.9993051e+00
  -4.3000000e+02  -1.8000000e+01   2.9829588e+00
  -4.3000000e+02  -2.6000000e+01   2.9688830e+00
  -4.3000000e+02  -3.6000000e+01   2.9668179e+00
  -4.3000000e+02  -4.8000000e+01   2.9789952e+00
  -4.3000000e+02  -6.2000000e+01   2.9997928e+00
  -4.3000000e+02  -7.9000000e+01   3.0236458e+00
  -4.3000000e+02  -9.9000000e+01   3.0437142e+00
  -4.3000000e+02  -1.2300000e+02   3.0538676e+00
  -4.3000000e+02  -1.5200000e+02   3.0600143e+00
  -4.1000000e+02   0.0000000e+00   3.0438135e+00
  -4.1000000e+02  -5.0000000e+00   3.0335331e+00
  -4.1000000e+02  -1.1000000e+01   3.0156362e+00
  -4.1000000e+02  -1.8000000e+01   2.9972477e+00
  -4.1000000e+02  -2.6000000e+01   2.9809629e+00
  -4.1000000e+02  -3.6000000e+01   2.9720042e+00
  -4.1000000e+02  -4.8000000e+01   2.9757510e+00
  -4.1000000e+02  -6.2000000e+01   2.9902037e+00
  -4.1000000e+02  -7.9000000e+01   3.0112146e+00
  -4.1000000e+02  -9.9000000e+01   3.0306048e+00
  -4.1000000e+02  -1.2300000e+02   3.0416219e+00
  -4.1000000e+02  -1.5200000e+02   3.0483226e+00
  -3.9000000e+02   0.0000000e+00   3.0070368e+00
  -3.9000000e+02  -5.0000000e+00   3.0111486e+00
  -3.9000000e+02  -1.1000000e+01   3.0097788e+00
  -3.9000000e+02  -1.8000000e+01   3.0023444e+00
  -3.9000000e+02  -2.6000000e+01   2.9914510e+00
  -3.9000000e+02  -3.6000000e+01   2.9816225e+00
  -3.9000000e+02  -4.8000000e+01   2.9797390e+00
  -3.9000000e+02  -6.2000000e+01   2.9873806e+00
  -3.9000000e+02  -7.9000000e+01   3.0031514e+00
  -3.9000000e+02  -9.9000000e+01   3.0198385e+00
  -3.9000000e+02  -1.2300000e+02   3.0305633e+00
  -3.9000000e+02  -1.5200000e+02   3.0372972e+00
  -3.7000000e+02   0.0000000e+00   3.0138499e+00
  -3.7000000e+02  -5.0000000e+00   3.0147968e+00
  -3.7000000e+02  -1.1000000e+01   3.0099992e+00
  -3.7000000e+02  -1.8000000e+01   3.0022291e+00
  -3.7000000e+02  -2.6000000e+01   2.9935018e+00
  -3.7000000e+02  -3.6000000e+01   2.9859450e+00
  -3.7000000e+02  -4.8000000e+01   2.9837135e+00
  -3.7000000e+02  -6.2000000e+01   2.9881739e+00
  -3.7000000e+02  -7.9000000e+01   2.9994343e+00
  -3.7000000e+02  -9.9000000e+01   3.0124983e+00
  -3.7000000e+02  -1.2300000e+02   3.0216952e+00
  -3.7000000e+02  -1.5200000e+02   3.0276804e+00
  -3.5000000e+02   0.0000000e+00   3.0115069e+00
  -3.5000000e+02  -5.0000000e+00   3.0098178e+00
  -3.5000000e+02  -1.1000000e+01   3.0048542e+00
  -3.5000000e+02  -1.8000000e+01   2.9989990e+00
  -3.5000000e+02  -2.6000000e+01   2.9930765e+00
  -3.5000000e+02  -3.6000000e+01   2.9886688e+00
  -3.5000000e+02  -4.8000000e+01   2.9879516e+00
  -3.5000000e+02  -6.2000000e+01   2.9913805e+00
  -3.5000000e+02  -7.9000000e+01   2.9992365e+00
  -3.5000000e+02  -9.9000000e+01   3.0085111e+00
  -3.5000000e+02  -1.2300000e+02   3.0153008e+00
  -3.5000000e+02  -1.5200000e+02   3.0198370e+00
  -3.3000000e+02   0.0000000e+00   3.0010792e+00
  -3.3000000e+02  -5.0000000e+00   3.0063292e+00
  -3.3000000e+02  -1.1000000e+01   3.0047685e+00
  -3.3000000e+02  -1.8000000e+01   3.0007525e+00
  -3.3000000e+02  -2.6000000e+01   2.9968734e+00
  -3.3000000e+02  -3.6000000e+01   2.9944380e+00
  -3.3000000e+02  -4.8000000e+01   2.9944426e+00
  -3.3000000e+02  -6.2000000e+01   2.9968835e+00
  -3.3000000e+02  -7.9000000e+01   3.0016579e+00
  -3.3000000e+02  -9.9000000e+01   3.0071950e+00
  -3.3000000e+02  -1.2300000e+02   3.0111150e+00
  -3.3000000e+02  -1.5200000e+02   3.0137603e+00
