  -5.0000000e+02   3.2637344e-01   1.0392214e+00   1.9305447e+03   5.6975978e+01
  -4.7959184e+02   3.2719168e-01   1.2274882e+00   1.9336582e+03   5.7012173e+01
  -4.5918367e+02   3.2800992e-01   1.4157550e+00   1.9367717e+03   5.7048368e+01
  -4.3877551e+02   3.2882815e-01   1.6040218e+00   1.9398852e+03   5.7084563e+01
  -4.1836735e+02   3.2964639e-01   1.7922886e+00   1.9429987e+03   5.7120758e+01
  -3.9795918e+02   3.3046463e-01   1.9805554e+00   1.9461122e+03   5.7156953e+01
  -3.7755102e+02   3.2275991e-01   2.1816309e+00   1.9492082e+03   5.7201641e+01
  -3.5714286e+02   2.2547306e-01   2.5173345e+00   1.9521197e+03   5.7335602e+01
  -3.3673469e+02   8.7731613e-03   3.0324976e+00   1.9547854e+03   5.7588563e+01
  -3.1632653e+02  -2.0792674e-01   3.5476608e+00   1.9574511e+03   5.7841524e+01
  -2.9591837e+02  -4.2462664e-01   4.0628239e+00   1.9601168e+03   5.8094485e+01
  -2.7551020e+02  -6.4132653e-01   4.5779870e+00   1.9627825e+03   5.8347446e+01
  -2.5510204e+02  -9.9805981e-01   5.1763123e+00   1.9609726e+03   5.8703372e+01
  -2.3469388e+02  -1.6789140e+00   5.9671245e+00   1.9488034e+03   5.9297622e+01
  -2.1428571e+02  -2.5317202e+00   6.8600544e+00   1.9311384e+03   6.0018307e+01
  -1.9387755e+02  -3.3845263e+00   7.7529843e+00   1.9134733e+03   6.0738991e+01
  -1.7346939e+02  -4.6151737e+00   8.6497327e+00   1.8752676e+03   6.1711805e+01
  -1.5306122e+02  -6.3166696e+00   9.5512394e+00   1.8114650e+03   6.2998810e+01
  -1.3265306e+02  -8.2111006e+00   1.0381198e+01   1.7330134e+03   6.4435323e+01
  -1.1224490e+02  -1.0472014e+01   1.0802256e+01   1.6112832e+03   6.6232951e+01
  -9.1836735e+01  -1.2776483e+01   1.0650726e+01   1.4473283e+03   6.8326671e+01
  -7.1428571e+01  -1.4475705e+01   9.6931880e+00   1.2464641e+03   7.0585414e+01
  -5.1020408e+01  -1.4406035e+01   7.7428024e+00   1.0249179e+03   7.2799588e+01
  -3.0612245e+01  -1.0980287e+01   4.9615007e+00   8.3208631e+02   7.4589696e+01
  -1.0204082e+01  -4.0965384e+00   1.7135557e+00   7.2227534e+02   7.5608844e+01
   1.0204082e+01   4.1963418e+00  -1.6858242e+00   7.2209784e+02   7.5607179e+01
   3.0612245e+01   1.1100024e+01  -4.9425949e+00   8.3216803e+02   7.4595154e+01
   5.1020408e+01   1.4480081e+01  -7.7468378e+00   1.0262630e+03   7.2803800e+01
   7.1428571e+01   1.4591044e+01  -9.7342856e+00   1.2491527e+03   7.0584751e+01
   9.1836735e+01   1.2868973e+01  -1.0795233e+01   1.4575674e+03   6.8274182e+01
   1.1224490e+02   1.0487031e+01  -1.0760759e+01   1.6115653e+03   6.6233883e+01
   1.3265306e+02   8.2099098e+00  -1.0356835e+01   1.7352999e+03   6.4419137e+01
   1.5306122e+02   6.3331492e+00  -9.5065271e+00   1.8117488e+03   6.2999161e+01
   1.7346939e+02   4.5048130e+00  -8.6022276e+00   1.8824785e+03   6.1626934e+01
   1.9387755e+02   3.4125620e+00  -7.7058059e+00   1.9131877e+03   6.0745858e+01
   2.1428571e+02   2.5506365e+00  -6.8118492e+00   1.9313743e+03   6.0018465e+01
   2.3469388e+02   1.6986426e+00  -5.9179988e+00   1.9490209e+03   5.9297699e+01
   2.5510204e+02   8.7857443e-01  -5.0430741e+00   1.9656478e+03   5.8600396e+01
   2.7551020e+02   6.6283115e-01  -4.5263948e+00   1.9629740e+03   5.8347219e+01
   2.9591837e+02   4.4708786e-01  -4.0097155e+00   1.9603002e+03   5.8094041e+01
   3.1632653e+02   2.3134458e-01  -3.4930363e+00   1.9576264e+03   5.7840863e+01
   3.3673469e+02   1.5601291e-02  -2.9763570e+00   1.9549525e+03   5.7587686e+01
   3.5714286e+02  -1.9115996e-01  -2.4731040e+00   1.9522616e+03   5.7343473e+01
   3.7755102e+02  -3.0482036e-01  -2.1090174e+00   1.9493938e+03   5.7192181e+01
   3.9795918e+02  -3.0270257e-01  -1.9179951e+00   1.9463059e+03   5.7156443e+01
   4.1836735e+02  -3.0058477e-01  -1.7269727e+00   1.9432180e+03   5.7120706e+01
   4.3877551e+02  -2.9846698e-01  -1.5359504e+00   1.9401302e+03   5.7084968e+01
   4.5918367e+02  -2.9634919e-01  -1.3449281e+00   1.9370423e+03   5.7049230e+01
   4.7959184e+02  -2.9423140e-01  -1.1539058e+00   1.9339544e+03   5.7013492e+01
   5.0000000e+02  -2.9211361e-01  -9.6288345e-01   1.9308665e+03   5.6977755e+01
