field school
5.00
3
669
1
0
210         40         8              8.24333102587423
230         10         16             7.92528242088663
210         10         12             6.57980514313625
225         10         14             7.99864061698344
210         10         8              8.41351969303186
160         20         8              5.81746977517215
220         20         16             6.42438680132079
80          20         24             10.4188788436840
170         30         12             7.82534440800389
225         50         10             10.1523841185715
170         20         4              7.60820192228900
125         5          2              14.1252970318896
137.5       5          7              15.4374054396449
230         20         12             10.1594053849575
150         10         16             11.0445720950315
122.5       5          1              10.0094636676160
135         5          6              16.1930344574457
165         30         6              6.32365897118079
120         10         12             14.2106948404197
150         10         12             8.79361258391527
105         10         6              21.4736633105878
120         10         8              25.4560382838855
145         30         42             9.16741989238160
180         40         24             13.2939473671855
160         10         16             11.5708718782026
145         10         10             10.1838235294707
100         20         8              19.3999299659837
125         50         10             14.4995093437948
160         40         40             9.01310939288685
130         20         12             13.0358184644987
190         20         32             14.1612500168125
170         30         36             8.94766861557763
110         20         4              27.8431250161606
95          30         18             10.2302160528747
275         10         6              9.89450322299276
275         10         2              9.97591785208530
100         20         24             7.06557438382675
142.5       5          1              9.14256526415626
182.5       5          5              7.68272852468408
185         5          2              10.2906271885578
180         20         20             11.8741733377082
165         10         10             6.01340892643369
182.5       5          1              10.4554415271226
180         20         16             8.64485691020727
140         30         36             9.13936629401479
160         20         12             8.86038575437279
190         40         8              6.15119728387229
210         20         20             7.08277344057960
190         30         24             12.0330780113777
190         20         16             7.82548554699077
65          30         6              9.47924211326317
185         50         10             6.75324867764317
190         20         12             6.80151370351700
140         30         12             11.3193535295039
105         30         6              21.8345277714035
125         5          6              26.5820988948586
125         30         6              22.4404481457111
105         10         14             13.1854052066401
122.5       5          5              29.1018670008257
120         5          4              29.0077384099238
120         10         16             8.97054398761486
120         40         8              19.8918616043513
120         20         20             6.15678804271936
140         10         16             8.88368907289024
105         10         10             20.3031243105544
135         30         6              13.8929924101047
115         10         14             11.8320340671477
135         10         14             10.6795658829453
130         40         8              16.7940207776244
110         20         16             9.74211265816747
130         10         12             14.7541770488643
100         40         16             9.88881431443956
35          10         6              9.86433524213900
60          10         8              9.21370498388476
110         30         24             6.19045643674535
250         10         8              10.2118189365431
230         10         4              10.2485539962822
90          10         16             15.8432779357101
65          10         6              9.30247219568673
245         10         6              10.1838699225848
265         10         6              10.0012612812974
240         10         4              10.1347614226076
240         20         8              10.4184743268827
260         10         4              10.0199338465022
215         50         10             8.07425478406475
255         10         2              10.0152381332602
175         5          8              6.16534454309891
110         20         28             6.19417821686828
177.5       5          5              7.61739274708543
200         40         24             9.05403786635065
175         5          4              8.63305729874361
172.5       5          3              9.61130899683374
160         5          8              5.77917986014420
200         20         32             13.0999848849430
185         10         10             6.52478692277834
170         5          2              10.2409335393944
157.5       5          7              6.26465964103214
120         40         24             7.04247231845263
170         10         4              8.13965614879844
140         20         20             7.91285259226663
170         40         16             11.4893145120504
180         10         8              6.31842181353540
200         40         16             7.03490587642782
200         20         28             12.0384711407398
152.5       5          5              7.69138530583358
180         20         24             13.3185485140603
165         10         2              9.82679815076070
150         40         8              8.14543148297001
35          10         2              9.97150800210329
210         40         16             6.04023639516970
150         20         16             11.9346975928005
145         50         10             10.1796274218060
210         20         24             7.99879651618931
160         30         24             12.1737247042081
125         30         18             6.52171512303617
145         30         18             10.6653530055877
85          10         14             15.9366203725023
60          10         4              9.75399566508984
155         30         18             13.8125903175818
160         30         36             8.99368366229164
90          30         24             8.13176838455837
60          20         8              9.06862164759466
150         40         40             9.11135138861753
260         20         8              10.0475997877670
